ts,plant_id,irradiance_wm2,temp_ambient_c,temp_module_c,power_ac_kw,power_dc_kw,energy_daily_kwh,energy_total_kwh,label_is_fault,fault_type,fault_severity,expected_power_ac_kw
2025-04-19T09:15:00,3,532.31,32.68,48.81,69.6901,71.9771,111.5863,111.5863,0,,0,69.6901
2025-04-19T09:30:00,1,566.64,37.11,54.28,93.9424,97.3225,155.1443,155.1443,0,,0,93.9424
2025-04-19T09:30:00,2,459.57,24.06,37.99,33.6016,34.8308,66.344,66.344,0,,0,33.6016
2025-04-19T09:30:00,3,591.63,31.2,49.13,77.2924,79.481,130.9094,130.9094,0,,0,77.2924
2025-04-19T09:45:00,1,601.67,38.1,56.34,99.1481,102.5859,179.9313,179.9313,0,,0,99.1481
2025-04-19T09:45:00,2,477.69,24.95,39.43,34.6983,35.7911,75.0185,75.0185,0,,0,34.6983
2025-04-19T09:45:00,3,654.94,31.78,51.63,84.1599,87.182,151.9494,151.9494,0,,0,84.1599
2025-04-19T10:00:00,1,616.74,37.79,56.49,102.5555,105.0733,205.5702,205.5702,0,,0,102.5555
2025-04-19T10:00:00,2,514.25,23.91,39.46,37.3914,38.5503,84.3664,84.3664,0,,0,37.3914
2025-04-19T10:00:00,3,712.69,32.24,53.59,91.845,94.3769,174.9106,174.9106,0,,0,91.845
2025-04-19T10:15:00,1,628.85,38.17,57.23,103.342,107.5664,231.4057,231.4057,0,,0,103.342
2025-04-19T10:15:00,2,516.82,24.1,39.72,37.6108,38.6836,93.7691,93.7691,0,,0,37.6108
2025-04-19T10:15:00,3,758.83,33.36,55.74,96.2704,99.1057,198.9782,198.9782,0,,0,96.2704
2025-04-19T10:30:00,1,641.78,37.87,57.33,106.303,108.748,257.9814,257.9814,0,,0,106.303
2025-04-19T10:30:00,2,536.02,24.04,40.03,39.109,40.2897,103.5464,103.5464,0,,0,39.109
2025-04-19T10:30:00,3,791.62,31.81,55.24,100.9894,103.5844,224.2256,224.2256,0,,0,100.9894
2025-04-19T10:45:00,1,657.68,37.44,57.37,109.1777,111.9461,285.2759,285.2759,0,,0,109.1777
2025-04-19T10:45:00,2,525.72,25.2,41.14,37.928,39.0748,113.0284,113.0284,0,,0,37.928
2025-04-19T10:45:00,3,799.65,32.15,55.85,100.7961,103.9844,249.4246,249.4246,0,,0,100.7961
2025-04-19T11:00:00,1,673.57,37.94,58.36,110.9113,112.9693,313.0037,313.0037,0,,0,110.9113
2025-04-19T11:00:00,2,506.07,24.14,39.48,36.7604,37.764,122.2185,122.2185,0,,0,36.7604
2025-04-19T11:00:00,3,822.05,33.3,57.69,103.2663,106.4892,275.2412,275.2412,0,,0,103.2663
2025-04-19T11:15:00,1,672.67,37.92,58.31,110.5139,114.0987,340.6322,340.6322,0,,0,110.5139
2025-04-19T11:15:00,2,471.66,25.06,39.32,34.5073,35.3115,130.8453,130.8453,0,,0,34.5073
2025-04-19T11:15:00,3,847.74,32.45,57.29,105.9575,110.066,301.7305,301.7305,0,,0,105.9575
2025-04-19T11:30:00,1,673.89,37.64,58.07,111.4074,113.9103,368.484,368.484,0,,0,111.4074
2025-04-19T11:30:00,2,446.75,23.96,37.43,32.712,33.7024,139.0233,139.0233,0,,0,32.712
2025-04-19T11:30:00,3,859.44,32.92,57.81,107.5287,111.0036,328.6127,328.6127,0,,0,107.5287
2025-04-19T11:45:00,1,667.4,38.05,58.28,109.7222,112.4248,395.9146,395.9146,0,,0,109.7222
2025-04-19T11:45:00,2,416.18,23.71,36.26,30.4586,31.5082,146.6379,146.6379,0,,0,30.4586
2025-04-19T11:45:00,3,875.13,32.3,57.59,109.6586,113.7744,356.0274,356.0274,0,,0,109.6586
2025-04-19T12:00:00,1,667.3,38.09,58.32,109.0334,112.4175,423.1729,423.1729,0,,0,109.0334
2025-04-19T12:00:00,2,400.9,24.57,36.4,29.849,30.3785,154.1002,154.1002,0,,0,29.849
2025-04-19T12:00:00,3,868.77,31.23,56.18,109.5169,112.76,383.4066,383.4066,0,,0,109.5169
2025-04-19T12:15:00,1,658.18,36.8,56.75,109.0092,112.5357,450.4252,450.4252,0,,0,109.0092
2025-04-19T12:15:00,2,379.95,23.8,34.92,28.0926,29.0262,161.1233,161.1233,0,,0,28.0926
2025-04-19T12:15:00,3,839.02,31.89,56.09,105.6506,109.1639,409.8192,409.8192,0,,0,105.6506
2025-04-19T12:30:00,1,637.37,38.09,57.41,105.7227,108.3729,476.8559,476.8559,0,,0,105.7227
2025-04-19T12:30:00,2,361.39,24.53,35.21,26.8519,27.6076,167.8363,167.8363,0,,0,26.8519
2025-04-19T12:30:00,3,801.4,30.83,53.87,102.1858,105.2718,435.3657,435.3657,0,,0,102.1858
2025-04-19T12:45:00,1,635.25,38.05,57.31,104.14,107.7142,502.8909,502.8909,0,,0,104.14
2025-04-19T12:45:00,2,337.52,23.15,33.19,25.3131,25.9406,174.1646,174.1646,0,,0,25.3131
2025-04-19T12:45:00,3,768.48,31.4,53.42,98.9328,101.5462,460.0989,460.0989,0,,0,98.9328
2025-04-19T13:00:00,1,602.37,35.44,53.7,100.5701,104.0649,528.0334,528.0334,0,,0,100.5701
2025-04-19T13:00:00,2,328.29,22.5,32.26,24.6664,25.4369,180.3312,180.3312,0,,0,24.6664
2025-04-19T13:00:00,3,752.04,31.44,53.03,96.2766,99.0381,484.168,484.168,0,,0,96.2766
2025-04-19T13:15:00,1,582.04,36.77,54.42,96.8926,100.1323,552.2566,552.2566,0,,0,96.8926
2025-04-19T13:15:00,2,322.25,22.3,31.86,24.1508,24.8624,186.3689,186.3689,0,,0,24.1508
2025-04-19T13:15:00,3,710.84,31.68,51.92,92.3545,94.4723,507.2567,507.2567,0,,0,92.3545
2025-04-19T13:30:00,1,559.62,35.26,52.23,95.3996,96.7733,576.1065,576.1065,0,,0,95.3996
2025-04-19T13:30:00,2,288.87,22.05,30.72,21.9095,22.456,191.8463,191.8463,0,,0,21.9095
2025-04-19T13:30:00,3,675.09,30.0,49.24,88.1159,90.5932,529.2856,529.2856,0,,0,88.1159
2025-04-19T13:45:00,1,542.22,36.41,52.84,91.2641,93.8914,598.9225,598.9225,0,,0,91.2641
2025-04-19T13:45:00,2,277.1,20.6,29.0,20.8986,21.7296,197.0709,197.0709,0,,0,20.8986
2025-04-19T13:45:00,3,646.83,31.15,49.32,83.9392,86.9534,550.2705,550.2705,0,,0,83.9392
2025-04-19T14:00:00,1,511.46,35.4,50.9,86.0059,89.688,620.424,620.424,0,,0,86.0059
2025-04-19T14:00:00,2,263.5,21.29,29.28,19.8539,20.6143,202.0344,202.0344,0,,0,19.8539
2025-04-19T14:00:00,3,594.91,28.87,45.77,78.4784,81.237,569.8901,569.8901,0,,0,78.4784
2025-04-19T14:15:00,1,487.44,36.37,51.15,40.7364,34.1367,630.6081,630.6081,1,partial_shading,5,82.5381
2025-04-19T14:15:00,2,254.47,21.09,28.8,19.4277,19.961,206.8913,206.8913,0,,0,19.4277
2025-04-19T14:15:00,3,552.07,29.49,45.1,72.8488,75.6015,588.1023,588.1023,0,,0,72.8488
2025-04-19T14:30:00,1,449.88,35.61,49.25,37.8317,31.6411,640.066,640.066,1,partial_shading,5,76.6527
2025-04-19T14:30:00,2,238.65,20.05,27.28,18.3503,18.7614,211.4789,211.4789,0,,0,18.3503
2025-04-19T14:30:00,3,503.3,28.25,42.75,67.6459,69.6594,605.0137,605.0137,0,,0,67.6459
2025-04-19T14:45:00,1,410.63,36.14,48.58,34.6164,28.9938,648.7201,648.7201,1,partial_shading,5,70.1379
2025-04-19T14:45:00,2,243.78,19.83,27.22,18.7057,19.2999,216.1553,216.1553,0,,0,18.7057
2025-04-19T14:45:00,3,431.77,27.29,39.9,58.6361,60.7119,619.6728,619.6728,0,,0,58.6361
2025-04-19T15:00:00,1,379.56,34.66,46.16,32.2236,27.1958,656.776,656.776,1,partial_shading,5,65.2898
2025-04-19T15:00:00,2,239.69,20.02,27.29,18.2396,18.8546,220.7152,220.7152,0,,0,18.2396
2025-04-19T15:00:00,3,371.51,27.75,38.64,50.9037,52.4331,632.3987,632.3987,0,,0,50.9037
2025-04-19T15:15:00,1,357.35,34.23,45.06,30.5406,25.6118,664.4112,664.4112,1,partial_shading,5,61.8798
2025-04-19T15:15:00,2,244.26,18.49,25.9,18.7073,19.4461,225.3921,225.3921,0,,0,18.7073
2025-04-19T15:15:00,3,314.42,27.01,36.07,42.9649,44.6813,643.1399,643.1399,0,,0,42.9649
2025-04-19T15:30:00,1,324.57,33.55,43.38,28.1295,23.4375,671.4436,671.4436,1,partial_shading,5,56.9946
2025-04-19T15:30:00,2,235.3,17.01,24.14,18.1647,18.6786,229.9332,229.9332,0,,0,18.1647
2025-04-19T15:30:00,3,248.51,25.45,32.65,34.7036,36.1148,651.8158,651.8158,0,,0,34.7036
2025-04-19T15:45:00,1,303.07,33.81,42.99,26.2194,21.9818,677.9984,677.9984,1,partial_shading,5,53.1244
2025-04-19T15:45:00,2,217.39,18.0,24.56,16.7738,17.4098,234.1267,234.1267,0,,0,16.7738
2025-04-19T15:45:00,3,199.85,24.28,30.04,24.0837,25.161,657.8367,657.8367,0,,0,24.0837
2025-04-19T16:00:00,1,274.84,34.02,42.35,23.9985,20.0121,683.998,683.998,1,partial_shading,5,48.6246
2025-04-19T16:00:00,2,200.85,17.16,23.21,15.7231,16.0917,238.0575,238.0575,0,,0,15.7231
2025-04-19T16:00:00,3,171.68,24.19,29.09,20.282,21.2769,662.9072,662.9072,0,,0,20.282
2025-04-19T16:15:00,1,253.17,31.82,39.49,22.2692,18.6115,689.5653,689.5653,1,partial_shading,5,45.1207
2025-04-19T16:15:00,2,190.17,16.56,22.23,12.6349,13.0484,241.2162,241.2162,0,,0,12.6349
2025-04-19T16:15:00,3,134.69,25.54,29.44,15.3254,16.2919,666.7386,666.7386,0,,0,15.3254
2025-04-19T16:30:00,1,221.59,31.04,37.75,19.7198,16.3259,694.4953,694.4953,1,partial_shading,5,39.9551
2025-04-19T16:30:00,2,164.46,15.7,20.6,10.6582,11.1573,243.8807,243.8807,0,,0,10.6582
2025-04-19T16:30:00,3,107.96,24.3,27.39,12.0883,12.9091,669.7607,669.7607,0,,0,12.0883
2025-04-19T16:45:00,1,196.16,31.44,37.39,29.4692,30.7901,701.8626,701.8626,0,,0,29.4692
2025-04-19T16:45:00,2,150.2,15.63,20.15,9.6407,10.1677,246.2909,246.2909,0,,0,9.6407
2025-04-19T16:45:00,3,85.53,23.11,25.54,9.3659,9.9979,672.1021,672.1021,0,,0,9.3659
2025-04-19T17:00:00,1,153.74,30.75,35.41,22.5077,23.7784,707.4895,707.4895,0,,0,22.5077
2025-04-19T17:00:00,2,121.82,14.54,18.21,7.6087,8.105,248.1931,248.1931,0,,0,7.6087
2025-04-19T17:00:00,3,60.48,23.32,25.03,3.5009,4.6524,672.9774,672.9774,1,partial_shading,1,4.8257
2025-04-19T17:15:00,1,123.72,30.98,34.73,17.6898,18.6964,711.9119,711.9119,0,,0,17.6898
2025-04-19T17:15:00,2,100.43,14.31,17.34,6.1232,6.5698,249.7239,249.7239,0,,0,6.1232
2025-04-19T17:15:00,3,42.85,22.26,23.48,2.3911,3.1952,673.5752,673.5752,1,partial_shading,1,3.296
2025-04-19T17:30:00,1,86.22,30.28,32.89,11.8102,12.7042,714.8645,714.8645,0,,0,11.8102
2025-04-19T17:30:00,2,60.41,14.93,16.76,2.6759,3.7987,250.3929,250.3929,0,,0,2.6759
2025-04-19T17:30:00,3,34.39,20.67,21.64,1.9048,2.5354,674.0514,674.0514,1,partial_shading,1,2.6256
2025-04-19T17:45:00,1,16.67,29.55,30.06,1.4787,2.0949,715.2342,715.2342,0,,0,1.4787
2025-04-19T17:45:00,2,32.34,13.95,14.93,1.3145,1.9096,250.7215,250.7215,0,,0,1.3145
2025-04-19T17:45:00,3,13.73,21.64,22.03,0.6695,0.9293,674.2187,674.2187,1,partial_shading,1,0.9229
2025-04-19T18:00:00,1,7.19,29.35,29.56,0.6204,0.8436,715.3893,715.3893,0,,0,0.6204
2025-04-19T18:00:00,2,1.86,14.13,14.19,0.0105,0.0105,250.7241,250.7241,0,,0,0.0105
2025-04-19T18:00:00,3,10.63,21.37,21.67,0.5368,0.687,674.3529,674.3529,1,partial_shading,1,0.7399
2025-04-19T18:15:00,1,0.0,31.12,31.12,0.0,0.0136,715.3893,715.3893,0,,0,0.0
2025-04-19T18:15:00,2,0.0,11.43,11.43,0.0115,0.0173,250.727,250.727,0,,0,0.0115
2025-04-19T18:15:00,3,1.28,18.33,18.37,0.0094,0.0094,674.3553,674.3553,0,,0,0.0094
2025-04-19T18:30:00,1,0.92,28.14,28.17,0.0,0.0016,715.3893,715.3893,0,,0,0.0
2025-04-19T18:30:00,2,0.0,10.95,10.95,0.0048,0.0048,250.7282,250.7282,0,,0,0.0048
2025-04-19T18:30:00,3,0.0,18.39,18.39,0.0,0.0,674.3553,674.3553,0,,0,0.0
2025-04-19T18:45:00,1,0.0,28.56,28.56,0.0,0.0,715.3893,715.3893,0,,0,0.0
2025-04-19T18:45:00,2,0.0,10.43,10.43,0.0495,0.0495,250.7406,250.7406,0,,0,0.0495
2025-04-19T18:45:00,3,0.0,17.3,17.3,0.0027,0.0027,674.356,674.356,0,,0,0.0027
2025-04-19T19:00:00,1,0.0,27.32,27.32,0.0054,0.0062,715.3906,715.3906,0,,0,0.0054
2025-04-19T19:00:00,2,0.58,9.54,9.55,0.0001,0.0091,250.7406,250.7406,0,,0,0.0001
2025-04-19T19:00:00,3,3.08,16.4,16.49,0.0292,0.0292,674.3633,674.3633,0,,0,0.0292
2025-04-19T19:15:00,1,0.0,28.4,28.4,0.0,0.0061,715.3906,715.3906,0,,0,0.0
2025-04-19T19:15:00,2,1.21,10.16,10.19,0.0,0.021,250.7406,250.7406,0,,0,0.0
2025-04-19T19:15:00,3,3.07,16.69,16.77,0.0111,0.0111,674.366,674.366,0,,0,0.0111
2025-04-19T19:30:00,1,0.0,27.65,27.65,0.0,0.0064,715.3906,715.3906,0,,0,0.0
2025-04-19T19:30:00,2,0.0,8.65,8.65,0.0,0.0117,250.7406,250.7406,0,,0,0.0
2025-04-19T19:30:00,3,1.09,15.93,15.96,0.0,0.0,674.366,674.366,0,,0,0.0
2025-04-19T19:45:00,1,0.85,28.56,28.58,0.0,0.0,715.3906,715.3906,0,,0,0.0
2025-04-19T19:45:00,2,2.73,8.12,8.2,0.0,0.0,250.7406,250.7406,0,,0,0.0
2025-04-19T19:45:00,3,0.0,18.05,18.05,0.0,0.0,674.366,674.366,0,,0,0.0
2025-04-19T20:00:00,1,2.43,27.18,27.25,0.0479,0.0479,715.4026,715.4026,0,,0,0.0479
2025-04-19T20:00:00,2,2.29,9.21,9.28,0.0073,0.0073,250.7424,250.7424,0,,0,0.0073
2025-04-19T20:00:00,3,0.32,15.85,15.86,0.0165,0.0165,674.3701,674.3701,0,,0,0.0165
2025-04-19T20:15:00,1,0.0,25.76,25.76,0.007,0.007,715.4044,715.4044,0,,0,0.007
2025-04-19T20:15:00,2,0.19,9.09,9.1,0.0297,0.0297,250.7498,250.7498,0,,0,0.0297
2025-04-19T20:15:00,3,0.0,15.77,15.77,0.0024,0.0024,674.3707,674.3707,0,,0,0.0024
2025-04-19T20:30:00,1,0.0,26.28,26.28,0.0,0.0,715.4044,715.4044,0,,0,0.0
2025-04-19T20:30:00,2,0.11,7.63,7.64,0.0134,0.0134,250.7532,250.7532,0,,0,0.0134
2025-04-19T20:30:00,3,0.0,15.95,15.95,0.0,0.0056,674.3707,674.3707,0,,0,0.0
2025-04-19T20:45:00,1,0.53,25.91,25.92,0.0,0.0054,715.4044,715.4044,0,,0,0.0
2025-04-19T20:45:00,2,0.0,7.55,7.55,0.0,0.0013,250.7532,250.7532,0,,0,0.0
2025-04-19T20:45:00,3,0.0,14.99,14.99,0.0,0.0,674.3707,674.3707,0,,0,0.0
2025-04-19T21:00:00,1,2.74,26.12,26.2,0.0,0.0,715.4044,715.4044,0,,0,0.0
2025-04-19T21:00:00,2,0.99,5.51,5.54,0.0,0.0178,250.7532,250.7532,0,,0,0.0
2025-04-19T21:00:00,3,0.0,15.32,15.32,0.0011,0.0011,674.371,674.371,0,,0,0.0011
2025-04-19T21:15:00,1,0.0,28.37,28.37,0.0148,0.0148,715.408,715.408,0,,0,0.0148
2025-04-19T21:15:00,2,0.0,12.4,12.4,0.0,0.0,250.7532,250.7532,0,,0,0.0
2025-04-19T21:15:00,3,0.0,20.06,20.06,0.0,0.0123,674.371,674.371,0,,0,0.0
2025-04-19T21:30:00,1,0.43,29.8,29.81,0.0136,0.0136,715.4114,715.4114,0,,0,0.0136
2025-04-19T21:30:00,2,0.0,11.29,11.29,0.0385,0.0385,250.7628,250.7628,0,,0,0.0385
2025-04-19T21:30:00,3,0.89,18.01,18.04,0.0,0.0,674.371,674.371,0,,0,0.0
2025-04-19T21:45:00,1,0.63,29.08,29.1,0.0,0.0,715.4114,715.4114,0,,0,0.0
2025-04-19T21:45:00,2,0.0,10.49,10.49,0.0,0.0,250.7628,250.7628,0,,0,0.0
2025-04-19T21:45:00,3,0.0,20.33,20.33,0.0044,0.0044,674.3721,674.3721,0,,0,0.0044
2025-04-19T22:00:00,1,0.53,27.47,27.49,0.0,0.0044,715.4114,715.4114,0,,0,0.0
2025-04-19T22:00:00,2,0.0,10.95,10.95,0.0,0.0011,250.7628,250.7628,0,,0,0.0
2025-04-19T22:00:00,3,0.0,19.05,19.05,0.0,0.0188,674.3721,674.3721,0,,0,0.0
2025-04-19T22:15:00,1,0.0,29.02,29.02,0.0,0.0,715.4114,715.4114,0,,0,0.0
2025-04-19T22:15:00,2,0.54,11.67,11.68,0.0,0.0095,250.7628,250.7628,0,,0,0.0
2025-04-19T22:15:00,3,0.0,19.07,19.07,0.0054,0.0054,674.3735,674.3735,0,,0,0.0054
2025-04-19T22:30:00,1,0.0,27.46,27.46,0.0207,0.0207,715.4166,715.4166,0,,0,0.0207
2025-04-19T22:30:00,2,0.0,10.32,10.32,0.0344,0.0344,250.7714,250.7714,0,,0,0.0344
2025-04-19T22:30:00,3,0.0,20.18,20.18,0.0,0.0,674.3735,674.3735,0,,0,0.0
2025-04-19T22:45:00,1,0.0,27.57,27.57,0.0,0.0,715.4166,715.4166,0,,0,0.0
2025-04-19T22:45:00,2,0.0,8.62,8.62,0.0013,0.0013,250.7717,250.7717,0,,0,0.0013
2025-04-19T22:45:00,3,0.87,19.69,19.72,0.0,0.0045,674.3735,674.3735,0,,0,0.0
2025-04-19T23:00:00,1,0.0,27.83,27.83,0.0,0.0114,715.4166,715.4166,0,,0,0.0
2025-04-19T23:00:00,2,1.16,10.97,11.01,0.0123,0.0123,250.7748,250.7748,0,,0,0.0123
2025-04-19T23:00:00,3,0.0,19.51,19.51,0.0,0.0059,674.3735,674.3735,0,,0,0.0
2025-04-19T23:15:00,1,0.0,28.37,28.37,0.0076,0.0076,715.4185,715.4185,0,,0,0.0076
2025-04-19T23:15:00,2,0.0,9.51,9.51,0.0171,0.0171,250.7791,250.7791,0,,0,0.0171
2025-04-19T23:15:00,3,0.85,18.3,18.32,0.0,0.0,674.3735,674.3735,0,,0,0.0
2025-04-19T23:30:00,1,0.8,28.75,28.77,0.0,0.0,715.4185,715.4185,0,,0,0.0
2025-04-19T23:30:00,2,1.73,10.52,10.57,0.0,0.0031,250.7791,250.7791,0,,0,0.0
2025-04-19T23:30:00,3,0.88,19.27,19.29,0.0109,0.0109,674.3762,674.3762,0,,0,0.0109
2025-04-19T23:45:00,1,2.01,27.78,27.84,0.0,0.0027,715.4185,715.4185,0,,0,0.0
2025-04-19T23:45:00,2,1.12,10.17,10.2,0.0278,0.0278,250.786,250.786,0,,0,0.0278
2025-04-19T23:45:00,3,1.78,20.43,20.48,0.0,0.0,674.3762,674.3762,0,,0,0.0
2025-04-20T00:00:00,1,1.61,28.47,28.52,0.0,0.0051,0.0,715.4185,0,,0,0.0
2025-04-20T00:00:00,2,0.0,8.78,8.78,0.0073,0.0073,0.0018,250.7878,0,,0,0.0073
2025-04-20T00:00:00,3,0.58,18.95,18.97,0.0,0.0,0.0,674.3762,0,,0,0.0
2025-04-20T00:15:00,1,2.13,29.02,29.08,0.0,0.0,0.0,715.4185,0,,0,0.0
2025-04-20T00:15:00,2,0.0,10.13,10.13,0.0513,0.0513,0.0146,250.8007,0,,0,0.0513
2025-04-20T00:15:00,3,0.0,20.81,20.81,0.0091,0.018,0.0023,674.3785,0,,0,0.0091
2025-04-20T00:30:00,1,1.79,27.53,27.58,0.0167,0.0167,0.0042,715.4227,0,,0,0.0167
2025-04-20T00:30:00,2,1.48,9.1,9.14,0.0141,0.0141,0.0182,250.8042,0,,0,0.0141
2025-04-20T00:30:00,3,0.61,20.04,20.06,0.0,0.0,0.0023,674.3785,0,,0,0.0
2025-04-20T00:45:00,1,0.0,28.83,28.83,0.0293,0.0293,0.0115,715.43,0,,0,0.0293
2025-04-20T00:45:00,2,1.09,9.43,9.47,0.0,0.0056,0.0182,250.8042,0,,0,0.0
2025-04-20T00:45:00,3,0.76,19.38,19.4,0.0,0.0099,0.0023,674.3785,0,,0,0.0
2025-04-20T01:00:00,1,1.01,26.5,26.53,0.0139,0.0139,0.015,715.4335,0,,0,0.0139
2025-04-20T01:00:00,2,0.11,9.43,9.44,0.0,0.0,0.0182,250.8042,0,,0,0.0
2025-04-20T01:00:00,3,0.69,21.22,21.24,0.0,0.0044,0.0023,674.3785,0,,0,0.0
2025-04-20T01:15:00,1,0.72,26.77,26.79,0.0227,0.0227,0.0206,715.4391,0,,0,0.0227
2025-04-20T01:15:00,2,0.0,9.33,9.33,0.0263,0.0263,0.0247,250.8108,0,,0,0.0263
2025-04-20T01:15:00,3,0.0,20.54,20.54,0.0,0.0061,0.0023,674.3785,0,,0,0.0
2025-04-20T01:30:00,1,0.0,28.43,28.43,0.0,0.0183,0.0206,715.4391,0,,0,0.0
2025-04-20T01:30:00,2,0.83,10.17,10.2,0.0,0.0061,0.0247,250.8108,0,,0,0.0
2025-04-20T01:30:00,3,0.69,19.18,19.2,0.0181,0.0181,0.0068,674.383,0,,0,0.0181
2025-04-20T01:45:00,1,0.0,27.58,27.58,0.0,0.0027,0.0206,715.4391,0,,0,0.0
2025-04-20T01:45:00,2,0.98,9.96,9.99,0.0,0.0094,0.0247,250.8108,0,,0,0.0
2025-04-20T01:45:00,3,0.0,19.41,19.41,0.0037,0.0037,0.0077,674.3839,0,,0,0.0037
2025-04-20T02:00:00,1,1.92,28.09,28.15,0.0073,0.0073,0.0225,715.441,0,,0,0.0073
2025-04-20T02:00:00,2,0.0,8.57,8.57,0.0,0.0163,0.0247,250.8108,0,,0,0.0
2025-04-20T02:00:00,3,0.0,18.22,18.22,0.0508,0.0508,0.0204,674.3966,0,,0,0.0508
2025-04-20T02:15:00,1,0.0,28.52,28.52,0.0434,0.0434,0.0333,715.4518,0,,0,0.0434
